Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,,VEHICLE_YEAR
200901BS70260,5/22/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.502159,Daylight,Kensington and Chelsea,None,-0.186906,1,2,Metropolitan Police,Dry,Single carriageway,30,09:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,,before 2015
200901BS70261,5/29/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.491499,Daylight,Kensington and Chelsea,None,-0.172204,1,2,Metropolitan Police,Dry,Single carriageway,30,08:15,Urban,Fine no high winds,Car,,before 2015
200901BS70262,5/28/2021,Thursday,Auto traffic signal,Crossroads,Slight,51.481062,Daylight,Kensington and Chelsea,None,-0.183423,1,1,Metropolitan Police,Dry,Single carriageway,30,18:55,Urban,Fine no high winds,Car,,after 2015
200901BS70263,06-03-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.496864,Daylight,Kensington and Chelsea,None,-0.205125,1,2,Metropolitan Police,Dry,Single carriageway,30,09:50,Urban,Fine no high winds,Car,,before 2015
200901BS70265,5/20/2021,Wednesday,Give way or uncontrolled,Mini-roundabout,Slight,51.512797,Daylight,Kensington and Chelsea,None,-0.20032,1,2,Metropolitan Police,Dry,Roundabout,30,19:00,Urban,Fine no high winds,Car,,after 2015
200901BS70267,5/31/2021,Sunday,Auto traffic signal,Crossroads,Slight,51.492655,Daylight,Kensington and Chelsea,None,-0.200393,1,3,Metropolitan Police,Dry,Dual carriageway,30,10:36,Urban,Fine no high winds,Car,,after 2015
200901BS70268,5/31/2021,Sunday,Auto traffic signal,Crossroads,Slight,51.482076,Daylight,Kensington and Chelsea,None,-0.173445,1,2,Metropolitan Police,Dry,Single carriageway,30,16:01,Urban,Fine no high winds,Car,,before 2015
200901BS70269,5/28/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.489129,Daylight,Kensington and Chelsea,None,-0.164376,1,1,Metropolitan Police,Dry,Single carriageway,30,13:52,Urban,Fine no high winds,Car,,before 2015
200901BS70270,06-02-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.493252,Daylight,Kensington and Chelsea,None,-0.169252,1,2,Metropolitan Police,Dry,Single carriageway,30,20:40,Urban,Fine no high winds,Car,,before 2015
200901BS70271,06-01-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.480604,Daylight,Kensington and Chelsea,None,-0.182865,1,1,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Car,,before 2015
200901BS70272,06-06-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.492747,Daylight,Kensington and Chelsea,None,-0.200533,2,3,Metropolitan Police,Dry,Dual carriageway,30,17:45,Urban,Fine no high winds,Car,,before 2015
200901BS70273,06-05-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.493077,Daylight,Kensington and Chelsea,None,-0.169548,1,2,Metropolitan Police,Dry,Single carriageway,30,09:28,Urban,Fine no high winds,Car,,before 2015
200901BS70274,06-05-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.498261,Daylight,Kensington and Chelsea,None,-0.19657,1,2,Metropolitan Police,Dry,Single carriageway,30,09:01,Urban,Fine no high winds,Car,,before 2015
200901BS70276,5/29/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.480874,Daylight,Kensington and Chelsea,None,-0.177093,1,2,Metropolitan Police,Dry,Single carriageway,30,15:10,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,,before 2015
200901BS70277,06-06-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.484363,Daylight,Kensington and Chelsea,None,-0.158662,2,2,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Car,,before 2015
200901BS70278,06-08-2021,Monday,Auto traffic signal,Crossroads,Slight,51.51417,Daylight,Kensington and Chelsea,None,-0.20776,3,2,Metropolitan Police,Wet or damp,Single carriageway,30,20:05,Urban,Fine no high winds,Car,,before 2015
200901BS70279,06-09-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.490352,Darkness - lights lit,Kensington and Chelsea,None,-0.190976,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,03:19,Urban,Raining no high winds,Car,,before 2015
200901BS70280,06-09-2021,Tuesday,Auto traffic signal,T or staggered junction,Serious,51.49185,Daylight,Kensington and Chelsea,None,-0.171614,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,09:40,Urban,Raining no high winds,Car,,after 2015
200901BS70281,06-09-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.497924,Daylight,Kensington and Chelsea,None,-0.198024,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,08:25,Urban,Fine no high winds,Car,,before 2015
200901BS70284,5/30/2021,Saturday,Give way or uncontrolled,Private drive or entrance,Slight,51.503107,Daylight,Kensington and Chelsea,None,-0.207618,1,2,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Car,,before 2015
200901BS70285,06-05-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.488093,Daylight,Kensington and Chelsea,None,-0.167154,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,12:25,Urban,Fine no high winds,Car,,before 2015
200901BS70286,3/19/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.506187,Darkness - lights lit,Kensington and Chelsea,None,-0.209082,1,2,Metropolitan Police,Dry,Single carriageway,30,19:15,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,,before 2015
200901BS70288,06-11-2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.514399,Daylight,Kensington and Chelsea,None,-0.199248,4,2,Metropolitan Police,Dry,Single carriageway,30,09:10,Urban,Fine no high winds,Car,,after 2015
200901BS70289,06-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.503769,Darkness - lights lit,Kensington and Chelsea,None,-0.192174,1,2,Metropolitan Police,Dry,Single carriageway,30,22:10,Urban,Fine no high winds,Motorcycle over 500cc,,before 2015
200901BS70290,06-11-2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.480233,Daylight,Kensington and Chelsea,None,-0.18216,1,2,Metropolitan Police,Dry,Single carriageway,30,19:15,Urban,Fine no high winds,Car,,after 2015
200901BS70291,06-11-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.4841,Daylight,Kensington and Chelsea,None,-0.176389,1,1,Metropolitan Police,Dry,Single carriageway,30,17:01,Urban,Fine no high winds,Car,,before 2015
200901BS70292,06-12-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.502114,Daylight,Kensington and Chelsea,None,-0.18979,1,2,Metropolitan Police,Dry,Single carriageway,30,08:00,Urban,Fine no high winds,Car,,before 2015
200901BS70293,06-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.50849,Daylight,Kensington and Chelsea,None,-0.200922,1,2,Metropolitan Police,Dry,Single carriageway,30,08:35,Urban,Fine no high winds,Car,,before 2015
200901BS70294,06-10-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.492968,Daylight,Kensington and Chelsea,None,-0.162637,1,1,Metropolitan Police,Dry,Single carriageway,30,09:05,Urban,Fine no high winds,Car,,before 2015
200901BS70295,06-12-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.49999,Daylight,Kensington and Chelsea,None,-0.163075,1,3,Metropolitan Police,Dry,Dual carriageway,30,08:55,Urban,Fine no high winds,Car,,before 2015
200901BS70296,06-05-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.519902,Daylight,Kensington and Chelsea,None,-0.212148,1,2,Metropolitan Police,Dry,Single carriageway,30,09:25,Urban,Fine no high winds,Car,,after 2015
200901BS70297,06-12-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.508627,Daylight,Kensington and Chelsea,None,-0.215759,1,2,Metropolitan Police,Dry,Single carriageway,30,17:28,Urban,Fine no high winds,Car,,before 2015
200901BS70298,06-12-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.506099,Daylight,Kensington and Chelsea,None,-0.20923,1,3,Metropolitan Police,Dry,Single carriageway,30,19:03,Urban,Fine no high winds,Car,,before 2015
200901BS70300,5/31/2021,Sunday,Auto traffic signal,Crossroads,Slight,51.502577,Daylight,Kensington and Chelsea,None,-0.214123,1,2,Metropolitan Police,Dry,Single carriageway,30,10:30,Urban,Fine no high winds,Car,,before 2015
200901BS70301,06-08-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.502159,Daylight,Kensington and Chelsea,None,-0.186906,1,2,Metropolitan Police,Dry,Single carriageway,30,14:45,Urban,Fine no high winds,Car,,after 2015
200901BS70302,06-09-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482637,Daylight,Kensington and Chelsea,None,-0.186385,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,10:56,Urban,Fine no high winds,Car,,after 2015
200901BS70303,6/16/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.484273,Daylight,Kensington and Chelsea,None,-0.158666,1,2,Metropolitan Police,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Car,,before 2015
200901BS70304,6/15/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.497592,Daylight,Kensington and Chelsea,None,-0.159282,1,2,Metropolitan Police,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Car,,before 2015
200901BS70305,6/14/2021,Sunday,Give way or uncontrolled,Private drive or entrance,Slight,51.496665,Daylight,Kensington and Chelsea,None,-0.168972,1,2,Metropolitan Police,Dry,Single carriageway,30,12:35,Urban,Fine no high winds,Bus or coach (17 or more pass seats),,after 2015
200901BS70306,06-09-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.506185,Daylight,Kensington and Chelsea,None,-0.208938,1,2,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car,,before 2015
200901BS70307,06-12-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.517022,Darkness - lights lit,Kensington and Chelsea,None,-0.206063,1,1,Metropolitan Police,Dry,Single carriageway,30,02:04,Urban,Fine no high winds,Car,,before 2015
200901BS70308,6/15/2021,Monday,Auto traffic signal,Crossroads,Serious,51.491173,Daylight,Kensington and Chelsea,None,-0.18014,1,2,Metropolitan Police,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,Car,,before 2015
200901BS70309,06-09-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.485633,Daylight,Kensington and Chelsea,None,-0.165093,1,1,Metropolitan Police,Dry,Single carriageway,30,12:00,Urban,Fine no high winds,Car,,before 2015
200901BS70310,6/15/2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.512443,Daylight,Kensington and Chelsea,None,-0.206531,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,19:30,Urban,Raining no high winds,Bus or coach (17 or more pass seats),,before 2015
200901BS70311,06-12-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.501545,Daylight,Kensington and Chelsea,None,-0.19961,2,2,Metropolitan Police,Dry,Single carriageway,30,16:15,Urban,Fine no high winds,Car,,before 2015
200901BS70312,06-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.503223,Daylight,Kensington and Chelsea,None,-0.191763,1,2,Metropolitan Police,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Car,,before 2015
200901BS70313,6/17/2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.487021,Daylight,Kensington and Chelsea,None,-0.179153,1,2,Metropolitan Police,Dry,Single carriageway,30,15:25,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,,after 2015
200901BS70314,6/19/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.484282,Daylight,Kensington and Chelsea,None,-0.159242,2,2,Metropolitan Police,Dry,Single carriageway,30,13:35,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc,,before 2015
200901BS70315,6/16/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.486145,Daylight,Kensington and Chelsea,None,-0.180628,1,1,Metropolitan Police,Dry,Single carriageway,30,12:34,Urban,Fine no high winds,Car,,after 2015
200901BS70316,6/18/2021,Thursday,Auto traffic signal,T or staggered junction,Serious,51.502044,Daylight,Kensington and Chelsea,None,-0.19109,1,2,Metropolitan Police,Dry,Single carriageway,30,08:01,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,,after 2015
200901BS70317,6/17/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.494517,Daylight,Kensington and Chelsea,None,-0.169634,1,3,Metropolitan Police,Dry,Single carriageway,30,18:03,Urban,Fine no high winds,Car,,before 2015
200901BS70318,6/19/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.505849,Daylight,Kensington and Chelsea,None,-0.210536,2,2,Metropolitan Police,Dry,Single carriageway,30,13:11,Urban,Fine no high winds,Car,,before 2015
200901BS70319,6/17/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.49185,Daylight,Kensington and Chelsea,None,-0.171614,1,2,Metropolitan Police,Dry,Single carriageway,30,11:40,Urban,Fine no high winds,Car,,before 2015
200901BS70320,6/20/2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.499686,Daylight,Kensington and Chelsea,None,-0.183979,1,2,Metropolitan Police,Dry,Single carriageway,30,12:43,Urban,Fine no high winds,Car,,after 2015
200901BS70321,3/26/2021,Thursday,Auto traffic signal,Crossroads,Slight,51.492659,Daylight,Kensington and Chelsea,None,-0.200681,1,2,Metropolitan Police,Dry,Dual carriageway,30,11:30,Urban,Fine no high winds,Car,,before 2015
200901BS70324,8/14/2021,Friday,Auto traffic signal,Crossroads,Slight,51.512947,Daylight,Kensington and Chelsea,None,-0.204205,1,2,Metropolitan Police,Dry,Single carriageway,30,07:25,Urban,Fine no high winds,Car,,before 2015
200901BS70325,6/23/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.482076,Daylight,Kensington and Chelsea,None,-0.173445,1,2,Metropolitan Police,Dry,Single carriageway,30,13:30,Urban,Fine no high winds,Car,,before 2015
200901BS70326,6/26/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.52456,Daylight,Kensington and Chelsea,None,-0.210956,1,1,Metropolitan Police,Dry,One way street,30,15:40,Urban,Fine no high winds,Car,,before 2015
200901BS70327,6/28/2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.486015,Darkness - lights lit,Kensington and Chelsea,None,-0.172279,1,3,Metropolitan Police,Dry,Single carriageway,30,22:50,Urban,Fine no high winds,Car,,before 2015
200901BS70328,6/25/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.525339,Daylight,Kensington and Chelsea,None,-0.214818,2,1,Metropolitan Police,Dry,Single carriageway,30,12:48,Urban,Fine no high winds,Car,,before 2015
200901BS70329,6/25/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.501768,Daylight,Kensington and Chelsea,None,-0.184905,1,1,Metropolitan Police,Dry,Single carriageway,30,19:30,Urban,Fine no high winds,Car,,before 2015
200901BS70330,6/27/2021,Saturday,Auto traffic signal,Crossroads,Serious,51.490683,Daylight,Kensington and Chelsea,None,-0.183328,1,1,Metropolitan Police,Dry,Single carriageway,30,20:04,Urban,Fine no high winds,Car,,before 2015
200901BS70331,6/21/2021,Sunday,Auto traffic signal,Roundabout,Slight,51.504054,Daylight,Hammersmith and Fulham,None,-0.216658,1,2,Metropolitan Police,Dry,Roundabout,30,19:25,Urban,Fine no high winds,Car,,after 2015
200901BS70332,6/29/2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.494685,Daylight,Kensington and Chelsea,None,-0.192101,2,1,Metropolitan Police,Dry,Dual carriageway,30,08:30,Urban,Fine no high winds,Car,,before 2015
200901BS70333,6/24/2021,Wednesday,Give way or uncontrolled,Mini-roundabout,Slight,51.493031,Daylight,Kensington and Chelsea,None,-0.183955,1,2,Metropolitan Police,Dry,Single carriageway,30,16:35,Urban,Fine no high winds,Car,,before 2015
200901BS70334,6/27/2021,Saturday,Auto traffic signal,Crossroads,Slight,51.515172,Daylight,Kensington and Chelsea,None,-0.208585,1,2,Metropolitan Police,Dry,Single carriageway,30,15:32,Urban,Fine no high winds,Car,,after 2015
200901BS70335,6/21/2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.48771,Daylight,Kensington and Chelsea,None,-0.188776,1,2,Metropolitan Police,Dry,Single carriageway,30,17:57,Urban,Fine no high winds,Car,,before 2015
200901BS70336,6/29/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.48483,Daylight,Kensington and Chelsea,None,-0.182841,1,2,Metropolitan Police,Dry,Single carriageway,30,09:20,Urban,Other,Car,,after 2015
200901BS70337,6/23/2021,Tuesday,Auto traffic signal,More than 4 arms (not roundabout),Serious,51.493966,Daylight,Kensington and Chelsea,None,-0.174698,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Car,,before 2015
200901BS70338,6/30/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.494593,Daylight,Kensington and Chelsea,None,-0.168767,1,2,Metropolitan Police,Dry,Single carriageway,30,12:00,Urban,Fine no high winds,Car,,before 2015
200901BS70339,6/30/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.495811,Daylight,Kensington and Chelsea,None,-0.171887,1,2,Metropolitan Police,Dry,Single carriageway,30,11:37,Urban,Fine no high winds,Car,,before 2015
200901BS70340,6/25/2021,Thursday,Auto traffic signal,Crossroads,Slight,51.493761,Daylight,Kensington and Chelsea,None,-0.178884,1,2,Metropolitan Police,Dry,Dual carriageway,30,16:50,Urban,Fine no high winds,Car,,before 2015
200901BS70341,6/23/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.494087,Daylight,Kensington and Chelsea,None,-0.182473,1,1,Metropolitan Police,Dry,Single carriageway,30,16:08,Urban,Fine no high winds,Motorcycle over 500cc,,after 2015
200901BS70342,6/15/2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.527783,Darkness - lights lit,Westminster,None,-0.215876,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,22:55,Urban,Raining no high winds,Car,,after 2015
200901BS70343,07-02-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.482074,Darkness - lights lit,Kensington and Chelsea,None,-0.173301,1,2,Metropolitan Police,Dry,Single carriageway,30,21:45,Urban,Fine no high winds,Car,,before 2015
200901BS70344,07-03-2021,Friday,Auto traffic signal,Crossroads,Slight,51.48342,Daylight,Kensington and Chelsea,None,-0.167342,1,2,Metropolitan Police,Dry,Single carriageway,30,07:37,Urban,Fine no high winds,Car,,before 2015
200901BS70345,07-05-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.501766,Daylight,Kensington and Chelsea,None,-0.184761,1,2,Metropolitan Police,Dry,Single carriageway,30,14:11,Urban,Fine no high winds,Car,,before 2015
200901BS70346,07-04-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.489442,Daylight,Kensington and Chelsea,None,-0.190292,2,2,Metropolitan Police,Dry,Single carriageway,30,19:10,Urban,Fine no high winds,Motorcycle 125cc and under,,before 2015
200901BS70347,07-03-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.490517,Daylight,Kensington and Chelsea,None,-0.178437,1,2,Metropolitan Police,Dry,Single carriageway,30,20:00,Urban,Fine no high winds,Car,,after 2015
200901BS70348,07-03-2021,Friday,Auto traffic signal,Crossroads,Slight,51.484361,Daylight,Kensington and Chelsea,None,-0.175802,1,2,Metropolitan Police,Dry,Single carriageway,30,08:42,Urban,Fine no high winds,Car,,before 2015
200901BS70349,07-03-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.487657,Daylight,Kensington and Chelsea,None,-0.168036,1,2,Metropolitan Police,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Car,,before 2015
200901BS70350,07-02-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.507623,Darkness - lights lit,Kensington and Chelsea,None,-0.21479,1,1,Metropolitan Police,Dry,Single carriageway,30,23:00,Urban,Fine no high winds,Car,,after 2015
200901BS70351,07-01-2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.51417,Darkness - lights lit,Kensington and Chelsea,None,-0.20776,1,2,Metropolitan Police,Dry,Single carriageway,30,20:40,Urban,Fine no high winds,Car,,before 2015
200901BS70352,6/27/2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.493607,Daylight,Kensington and Chelsea,None,-0.16895,1,2,Metropolitan Police,Dry,Single carriageway,30,09:30,Urban,Fine no high winds,Car,,before 2015
200901BS70353,07-04-2021,Saturday,Give way or uncontrolled,Crossroads,Serious,51.487637,Daylight,Kensington and Chelsea,None,-0.178264,1,2,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,,before 2015
200901BS70354,6/24/2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.489535,Daylight,Kensington and Chelsea,None,-0.155861,1,2,Metropolitan Police,Dry,Single carriageway,30,08:45,Urban,Fine no high winds,Car,,before 2015
200901BS70355,07-05-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.495361,Daylight,Kensington and Chelsea,None,-0.177668,1,2,Metropolitan Police,Dry,Single carriageway,30,13:30,Urban,Fine no high winds,Car,,before 2015
200901BS70356,6/24/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.494756,Daylight,Kensington and Chelsea,None,-0.185039,1,2,Metropolitan Police,Dry,Single carriageway,30,15:40,Urban,Fine no high winds,Car,,before 2015
200901BS70357,6/25/2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.485581,Daylight,Kensington and Chelsea,None,-0.173305,1,1,Metropolitan Police,Dry,Single carriageway,30,09:00,Urban,Fine no high winds,Bus or coach (17 or more pass seats),,after 2015
200901BS70358,6/27/2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.507206,Daylight,Kensington and Chelsea,None,-0.205151,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,19:05,Urban,Raining no high winds,Car,,before 2015
200901BS70359,07-07-2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.520005,Daylight,Kensington and Chelsea,None,-0.224828,1,2,Metropolitan Police,Dry,Roundabout,30,12:00,Urban,Fine no high winds,Car,,before 2015
200901BS70360,07-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.511621,Daylight,Kensington and Chelsea,None,-0.194025,1,2,Metropolitan Police,Dry,Single carriageway,30,08:34,Urban,Fine no high winds,Car,,before 2015
200901BS70361,07-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.521272,Daylight,Kensington and Chelsea,None,-0.213535,1,2,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,Car,,before 2015
200901BS70362,07-08-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.512346,Daylight,Kensington and Chelsea,None,-0.21792,1,3,Metropolitan Police,Dry,Single carriageway,30,13:18,Urban,Fine no high winds,Car,,before 2015
200901BS70364,07-06-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.494756,Daylight,Kensington and Chelsea,None,-0.185039,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,15:20,Urban,Raining no high winds,Car,,after 2015
200901BS70365,07-10-2021,Friday,Auto traffic signal,Crossroads,Slight,51.502577,Daylight,Kensington and Chelsea,None,-0.214123,1,2,Metropolitan Police,Dry,Single carriageway,30,15:36,Urban,Fine no high winds,Car,,after 2015
200901BS70366,07-08-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.496471,Daylight,Kensington and Chelsea,None,-0.173878,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,16:23,Urban,Raining no high winds,Car,,after 2015
200901BS70367,07-11-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.49265,Daylight,Kensington and Chelsea,None,-0.200105,1,2,Metropolitan Police,Dry,Dual carriageway,30,11:50,Urban,Fine no high winds,Motorcycle over 500cc,,before 2015
200901BS70368,07-08-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.486451,Daylight,Kensington and Chelsea,None,-0.171397,1,1,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car,,after 2015
200901BS70369,07-04-2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.488493,Daylight,Kensington and Chelsea,None,-0.181255,1,2,Metropolitan Police,Dry,Single carriageway,30,08:51,Urban,Fine no high winds,Car,,after 2015
200901BS70371,07-09-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.499201,Daylight,Kensington and Chelsea,None,-0.164404,2,4,Metropolitan Police,Dry,Single carriageway,30,08:10,Urban,Other,Car,,before 2015
200901BS70372,07-10-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503495,Daylight,Kensington and Chelsea,None,-0.215384,1,2,Metropolitan Police,Dry,Single carriageway,30,10:09,Urban,Fine no high winds,Car,,after 2015
200901BS70373,7/14/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491899,Daylight,Kensington and Chelsea,None,-0.157494,1,1,Metropolitan Police,Dry,Single carriageway,30,15:40,Urban,Fine no high winds,Car,,before 2015
200901BS70374,7/14/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482582,Daylight,Kensington and Chelsea,None,-0.171264,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc,,before 2015
200901BS70375,07-06-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.500477,Daylight,Kensington and Chelsea,None,-0.194465,1,2,Metropolitan Police,Dry,One way street,30,15:15,Urban,Fine no high winds,Motorcycle over 500cc,,before 2015
200901BS70376,7/13/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.499455,Daylight,Kensington and Chelsea,None,-0.209922,1,2,Metropolitan Police,Dry,Single carriageway,30,15:30,Urban,Fine no high winds,Car,,before 2015
200901BS70377,5/17/2021,Sunday,Give way or uncontrolled,Crossroads,Serious,51.51508,Daylight,Kensington and Chelsea,None,-0.208445,1,2,Metropolitan Police,Dry,Single carriageway,30,14:15,Urban,Fine no high winds,Car,,before 2015
200901BS70378,7/14/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.499635,Daylight,Kensington and Chelsea,None,-0.163378,1,2,Metropolitan Police,Dry,Dual carriageway,30,09:12,Urban,Fine no high winds,Car,,before 2015
200901BS70379,6/30/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.492714,Daylight,Kensington and Chelsea,None,-0.157893,1,1,Metropolitan Police,Dry,Single carriageway,30,10:20,Urban,Fine no high winds,Car,,before 2015
200901BS70380,07-03-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.50191,Daylight,Westminster,None,-0.159396,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,05:15,Urban,Other,Motorcycle 50cc and under,,before 2015
200901BS70381,7/16/2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.486622,Daylight,Kensington and Chelsea,None,-0.170814,1,2,Metropolitan Police,Dry,Single carriageway,30,09:00,Urban,Fine no high winds,Car,,after 2015
